run_id,model,task,config,style,attempt,result,detail,file,raw_file,export_truncated,v2_result,v2_detail,notes,checked_at
600,claude-sonnet-4-6,obs_table_closed,Lean4-mathlib,naive,2,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/naive/a2_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/naive/a2_FAIL.raw.md,1,NOT_CHECKED,,exported .lean has only 56 of 13635 chars - READ raw_file INSTEAD,
601,claude-sonnet-4-6,obs_table_closed,Lean4-mathlib,naive,3,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/naive/a3_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/naive/a3_FAIL.raw.md,,NOT_CHECKED,,,
602,claude-sonnet-4-6,obs_table_closed,Lean4-mathlib,naive,4,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/naive/a4_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/naive/a4_FAIL.raw.md,,NOT_CHECKED,,,
603,claude-sonnet-4-6,obs_table_closed,Lean4-mathlib,naive,5,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/naive/a5_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/naive/a5_FAIL.raw.md,,NOT_CHECKED,,,
604,claude-sonnet-4-6,obs_table_closed,Lean4-mathlib,structured,1,FAIL,compiles=0 sorry=20,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/structured/a1_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/structured/a1_FAIL.raw.md,,NOT_CHECKED,,,
605,claude-sonnet-4-6,obs_table_closed,Lean4-mathlib,structured,2,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/structured/a2_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/structured/a2_FAIL.raw.md,,NOT_CHECKED,,,
606,claude-sonnet-4-6,obs_table_closed,Lean4-mathlib,structured,3,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/structured/a3_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/structured/a3_FAIL.raw.md,,NOT_CHECKED,,,
607,claude-sonnet-4-6,obs_table_closed,Lean4-mathlib,structured,4,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/structured/a4_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/structured/a4_FAIL.raw.md,,NOT_CHECKED,,,
608,claude-sonnet-4-6,obs_table_closed,Lean4-mathlib,structured,5,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/structured/a5_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/obs_table_closed/structured/a5_FAIL.raw.md,,NOT_CHECKED,,,
98,claude-sonnet-4-6,obs_table_closed,Lean4-none,naive,1,FAIL,compiles=0 sorry=1,Lean4-none/claude-sonnet-4-6/obs_table_closed/naive/a1_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_closed/naive/a1_FAIL.raw.md,1,NOT_CHECKED,,exported .lean has only 13173 of 41804 chars - READ raw_file INSTEAD,
99,claude-sonnet-4-6,obs_table_closed,Lean4-none,naive,2,FAIL,compiles=0 sorry=1,Lean4-none/claude-sonnet-4-6/obs_table_closed/naive/a2_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_closed/naive/a2_FAIL.raw.md,,NOT_CHECKED,,,
100,claude-sonnet-4-6,obs_table_closed,Lean4-none,naive,3,FAIL,compiles=0 sorry=1,Lean4-none/claude-sonnet-4-6/obs_table_closed/naive/a3_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_closed/naive/a3_FAIL.raw.md,,NOT_CHECKED,,,
101,claude-sonnet-4-6,obs_table_closed,Lean4-none,naive,4,FAIL,compiles=0 sorry=1,Lean4-none/claude-sonnet-4-6/obs_table_closed/naive/a4_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_closed/naive/a4_FAIL.raw.md,,NOT_CHECKED,,,
102,claude-sonnet-4-6,obs_table_closed,Lean4-none,naive,5,FAIL,compiles=0 sorry=1,Lean4-none/claude-sonnet-4-6/obs_table_closed/naive/a5_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_closed/naive/a5_FAIL.raw.md,,NOT_CHECKED,,,
103,claude-sonnet-4-6,obs_table_closed,Lean4-none,structured,1,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/obs_table_closed/structured/a1_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_closed/structured/a1_FAIL.raw.md,1,NOT_CHECKED,,exported .lean has only 18438 of 122020 chars - READ raw_file INSTEAD,
104,claude-sonnet-4-6,obs_table_closed,Lean4-none,structured,2,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/obs_table_closed/structured/a2_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_closed/structured/a2_FAIL.raw.md,,NOT_CHECKED,,,
105,claude-sonnet-4-6,obs_table_closed,Lean4-none,structured,3,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/obs_table_closed/structured/a3_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_closed/structured/a3_FAIL.raw.md,,NOT_CHECKED,,,
106,claude-sonnet-4-6,obs_table_closed,Lean4-none,structured,4,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/obs_table_closed/structured/a4_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_closed/structured/a4_FAIL.raw.md,,NOT_CHECKED,,,
107,claude-sonnet-4-6,obs_table_closed,Lean4-none,structured,5,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/obs_table_closed/structured/a5_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_closed/structured/a5_FAIL.raw.md,,NOT_CHECKED,,,
598,claude-sonnet-4-6,obs_table_oracle,Lean4-mathlib,chain_of_thought,1,PASS,compiles=1 sorry=0,Lean4-mathlib/claude-sonnet-4-6/obs_table_oracle/chain_of_thought/a1_PASS.lean,Lean4-mathlib/claude-sonnet-4-6/obs_table_oracle/chain_of_thought/a1_PASS.raw.md,,NOT_CHECKED,,,
592,claude-sonnet-4-6,obs_table_oracle,Lean4-mathlib,naive,1,PASS,compiles=1 sorry=0,Lean4-mathlib/claude-sonnet-4-6/obs_table_oracle/naive/a1_PASS.lean,Lean4-mathlib/claude-sonnet-4-6/obs_table_oracle/naive/a1_PASS.raw.md,,NOT_CHECKED,,,
593,claude-sonnet-4-6,obs_table_oracle,Lean4-mathlib,structured,1,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/obs_table_oracle/structured/a1_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/obs_table_oracle/structured/a1_FAIL.raw.md,,NOT_CHECKED,,,
594,claude-sonnet-4-6,obs_table_oracle,Lean4-mathlib,structured,2,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/obs_table_oracle/structured/a2_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/obs_table_oracle/structured/a2_FAIL.raw.md,,NOT_CHECKED,,,
595,claude-sonnet-4-6,obs_table_oracle,Lean4-mathlib,structured,3,PASS,compiles=1 sorry=0,Lean4-mathlib/claude-sonnet-4-6/obs_table_oracle/structured/a3_PASS.lean,Lean4-mathlib/claude-sonnet-4-6/obs_table_oracle/structured/a3_PASS.raw.md,,NOT_CHECKED,,,
95,claude-sonnet-4-6,obs_table_oracle,Lean4-none,chain_of_thought,1,FAIL,compiles=0 sorry=1,Lean4-none/claude-sonnet-4-6/obs_table_oracle/chain_of_thought/a1_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_oracle/chain_of_thought/a1_FAIL.raw.md,,NOT_CHECKED,,,
96,claude-sonnet-4-6,obs_table_oracle,Lean4-none,chain_of_thought,2,FAIL,compiles=0 sorry=1,Lean4-none/claude-sonnet-4-6/obs_table_oracle/chain_of_thought/a2_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_oracle/chain_of_thought/a2_FAIL.raw.md,,NOT_CHECKED,,,
97,claude-sonnet-4-6,obs_table_oracle,Lean4-none,chain_of_thought,3,PASS,compiles=1 sorry=0,Lean4-none/claude-sonnet-4-6/obs_table_oracle/chain_of_thought/a3_PASS.lean,Lean4-none/claude-sonnet-4-6/obs_table_oracle/chain_of_thought/a3_PASS.raw.md,1,NOT_CHECKED,,exported .lean has only 1301 of 3058 chars - READ raw_file INSTEAD,
89,claude-sonnet-4-6,obs_table_oracle,Lean4-none,naive,1,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/obs_table_oracle/naive/a1_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_oracle/naive/a1_FAIL.raw.md,,NOT_CHECKED,,,
90,claude-sonnet-4-6,obs_table_oracle,Lean4-none,naive,2,PASS,compiles=1 sorry=0,Lean4-none/claude-sonnet-4-6/obs_table_oracle/naive/a2_PASS.lean,Lean4-none/claude-sonnet-4-6/obs_table_oracle/naive/a2_PASS.raw.md,,NOT_CHECKED,,,
91,claude-sonnet-4-6,obs_table_oracle,Lean4-none,structured,1,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/obs_table_oracle/structured/a1_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_oracle/structured/a1_FAIL.raw.md,,NOT_CHECKED,,,
92,claude-sonnet-4-6,obs_table_oracle,Lean4-none,structured,2,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/obs_table_oracle/structured/a2_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_oracle/structured/a2_FAIL.raw.md,,NOT_CHECKED,,,
93,claude-sonnet-4-6,obs_table_oracle,Lean4-none,structured,3,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/obs_table_oracle/structured/a3_FAIL.lean,Lean4-none/claude-sonnet-4-6/obs_table_oracle/structured/a3_FAIL.raw.md,,NOT_CHECKED,,,
94,claude-sonnet-4-6,obs_table_oracle,Lean4-none,structured,4,PASS,compiles=1 sorry=0,Lean4-none/claude-sonnet-4-6/obs_table_oracle/structured/a4_PASS.lean,Lean4-none/claude-sonnet-4-6/obs_table_oracle/structured/a4_PASS.raw.md,,NOT_CHECKED,,,
552,claude-sonnet-4-6,prefix_closed_concat,Lean4-mathlib,chain_of_thought,1,PASS,compiles=1 sorry=0,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/chain_of_thought/a1_PASS.lean,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/chain_of_thought/a1_PASS.raw.md,1,NOT_CHECKED,,exported .lean has only 1275 of 2357 chars - READ raw_file INSTEAD,
543,claude-sonnet-4-6,prefix_closed_concat,Lean4-mathlib,naive,1,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/naive/a1_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/naive/a1_FAIL.raw.md,1,NOT_CHECKED,,exported .lean has only 941 of 2006 chars - READ raw_file INSTEAD,
544,claude-sonnet-4-6,prefix_closed_concat,Lean4-mathlib,naive,2,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/naive/a2_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/naive/a2_FAIL.raw.md,,NOT_CHECKED,,,
545,claude-sonnet-4-6,prefix_closed_concat,Lean4-mathlib,naive,3,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/naive/a3_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/naive/a3_FAIL.raw.md,,NOT_CHECKED,,,
546,claude-sonnet-4-6,prefix_closed_concat,Lean4-mathlib,naive,4,PASS,compiles=1 sorry=0,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/naive/a4_PASS.lean,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/naive/a4_PASS.raw.md,,NOT_CHECKED,,,
547,claude-sonnet-4-6,prefix_closed_concat,Lean4-mathlib,structured,1,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/structured/a1_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/structured/a1_FAIL.raw.md,,NOT_CHECKED,,,
548,claude-sonnet-4-6,prefix_closed_concat,Lean4-mathlib,structured,2,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/structured/a2_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/structured/a2_FAIL.raw.md,,NOT_CHECKED,,,
549,claude-sonnet-4-6,prefix_closed_concat,Lean4-mathlib,structured,3,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/structured/a3_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/structured/a3_FAIL.raw.md,,NOT_CHECKED,,,
550,claude-sonnet-4-6,prefix_closed_concat,Lean4-mathlib,structured,4,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/structured/a4_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/structured/a4_FAIL.raw.md,,NOT_CHECKED,,,
551,claude-sonnet-4-6,prefix_closed_concat,Lean4-mathlib,structured,5,FAIL,compiles=0 sorry=0,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/structured/a5_FAIL.lean,Lean4-mathlib/claude-sonnet-4-6/prefix_closed_concat/structured/a5_FAIL.raw.md,,NOT_CHECKED,,,
31,claude-sonnet-4-6,prefix_closed_concat,Lean4-none,chain_of_thought,1,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/chain_of_thought/a1_FAIL.lean,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/chain_of_thought/a1_FAIL.raw.md,,NOT_CHECKED,,,
32,claude-sonnet-4-6,prefix_closed_concat,Lean4-none,chain_of_thought,2,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/chain_of_thought/a2_FAIL.lean,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/chain_of_thought/a2_FAIL.raw.md,,NOT_CHECKED,,,
33,claude-sonnet-4-6,prefix_closed_concat,Lean4-none,chain_of_thought,3,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/chain_of_thought/a3_FAIL.lean,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/chain_of_thought/a3_FAIL.raw.md,,NOT_CHECKED,,,
34,claude-sonnet-4-6,prefix_closed_concat,Lean4-none,chain_of_thought,4,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/chain_of_thought/a4_FAIL.lean,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/chain_of_thought/a4_FAIL.raw.md,,NOT_CHECKED,,,
35,claude-sonnet-4-6,prefix_closed_concat,Lean4-none,chain_of_thought,5,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/chain_of_thought/a5_FAIL.lean,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/chain_of_thought/a5_FAIL.raw.md,,NOT_CHECKED,,,
21,claude-sonnet-4-6,prefix_closed_concat,Lean4-none,naive,1,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/naive/a1_FAIL.lean,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/naive/a1_FAIL.raw.md,,NOT_CHECKED,,,
22,claude-sonnet-4-6,prefix_closed_concat,Lean4-none,naive,2,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/naive/a2_FAIL.lean,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/naive/a2_FAIL.raw.md,,NOT_CHECKED,,,
23,claude-sonnet-4-6,prefix_closed_concat,Lean4-none,naive,3,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/naive/a3_FAIL.lean,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/naive/a3_FAIL.raw.md,,NOT_CHECKED,,,
24,claude-sonnet-4-6,prefix_closed_concat,Lean4-none,naive,4,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/naive/a4_FAIL.lean,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/naive/a4_FAIL.raw.md,,NOT_CHECKED,,,
25,claude-sonnet-4-6,prefix_closed_concat,Lean4-none,naive,5,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/naive/a5_FAIL.lean,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/naive/a5_FAIL.raw.md,,NOT_CHECKED,,,
26,claude-sonnet-4-6,prefix_closed_concat,Lean4-none,structured,1,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/structured/a1_FAIL.lean,Lean4-none/claude-sonnet-4-6/prefix_closed_concat/structured/a1_FAIL.raw.md,,NOT_CHECKED,,,
